time_recorded,time_measured,temp_out,pressure_out,humidity_out
02/01/2019 22:00:06, 02/01/2019 21:20:00, 4.08, 1043.00, 70.00
02/01/2019 22:01:06, 02/01/2019 21:20:00, 4.08, 1043.00, 70.00
02/01/2019 22:02:07, 02/01/2019 21:20:00, 4.08, 1043.00, 70.00
02/01/2019 22:03:09, 02/01/2019 21:20:00, 4.08, 1043.00, 70.00
